,anime_id,title,score,score_count,rank,popularity,background,related,genre
1771,10465,Manyuu Hikenchou,6.3,699,6400.0,1712,,"{'Adaptation': [{'mal_id': 6784, 'type': 'manga', 'url': 'https://myanimelist.net/manga/6784/Manyuu_Hikenchou', 'title': 'Manyuu Hikenchou'}], 'Side story': [{'mal_id': 10845, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10845/Manyuu_Hikenchou_Specials', 'title': 'Manyuu Hikenchou Specials'}, {'mal_id': 12239, 'type': 'anime', 'url': 'https://myanimelist.net/anime/12239/Manyuu_Hikenchou_Picture_Drama', 'title': 'Manyuu Hikenchou Picture Drama'}]}","Action, Comedy, Ecchi, Samurai"
11375,10592,s.CRY.ed Alteration I: Tao,7.05,33,3384.0,5471,,"{'Full story': [{'mal_id': 168, 'type': 'anime', 'url': 'https://myanimelist.net/anime/168/sCRYed', 'title': 's.CRY.ed'}], 'Sequel': [{'mal_id': 12223, 'type': 'anime', 'url': 'https://myanimelist.net/anime/12223/sCRYed_Alteration_II__Quan', 'title': 's.CRY.ed Alteration II: Quan'}]}","Action, Sci-Fi, Adventure, Super Power, Shounen"
7696,10679,Maria†Holic: Run Run Riru Ran Ran Rara,5.9,80,7569.0,5842,,"{'Other': [{'mal_id': 9712, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9712/Maria†Holic_Alive', 'title': 'Maria†Holic Alive'}]}","Comedy, Music"
12685,10702,Tekken: Blood Vengeance,6.76,656,4512.0,3038,,"{'Alternative setting': [{'mal_id': 537, 'type': 'anime', 'url': 'https://myanimelist.net/anime/537/Tekken', 'title': 'Tekken'}]}","Action, Fantasy, Martial Arts, Sci-Fi, Supernatural"
7363,10710,Houkago no Pleiades: Manner Movie,5.26,37,8750.0,6895,,"{'Other': [{'mal_id': 9911, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9911/Houkago_no_Pleiades', 'title': 'Houkago no Pleiades'}, {'mal_id': 17919, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17919/Houkago_no_Pleiades_TV', 'title': 'Houkago no Pleiades (TV)'}]}",Magic
933,10719,Boku wa Tomodachi ga Sukunai,7.47,10780,1716.0,101,"In 2012, Boku wa Tomodachi ga Sukunai Portable, a visual novel by Namco Bandai Games for the Sony PlayStation Portable, was released.A live-action film based strictly on the novels and not the anime was released on February 1, 2014 and directed by Takuro Oikawa.","{'Adaptation': [{'mal_id': 21621, 'type': 'manga', 'url': 'https://myanimelist.net/manga/21621/Boku_wa_Tomodachi_ga_Sukunai', 'title': 'Boku wa Tomodachi ga Sukunai'}], 'Prequel': [{'mal_id': 10897, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10897/Boku_wa_Tomodachi_ga_Sukunai_Episode_0', 'title': 'Boku wa Tomodachi ga Sukunai Episode 0'}], 'Side story': [{'mal_id': 14027, 'type': 'anime', 'url': 'https://myanimelist.net/anime/14027/Boku_wa_Tomodachi_ga_Sukunai__Relay_Shousetsu_wa_Ketsumatsu_ga_Hanpanai', 'title': 'Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai'}], 'Sequel': [{'mal_id': 14967, 'type': 'anime', 'url': 'https://myanimelist.net/anime/14967/Boku_wa_Tomodachi_ga_Sukunai_Next', 'title': 'Boku wa Tomodachi ga Sukunai Next'}]}","Ecchi, Slice of Life, Comedy, Harem, Romance, School"
7795,10834,Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou,7.36,486,2173.0,2378,,"{'Adaptation': [{'mal_id': 25637, 'type': 'manga', 'url': 'https://myanimelist.net/manga/25637/Baka_to_Test_to_Shoukanjuu_Spinout__Sore_ga_Bokura_no_Nichijou', 'title': 'Baka to Test to Shoukanjuu Spinout!: Sore ga Bokura no Nichijou.'}], 'Spin-off': [{'mal_id': 8516, 'type': 'anime', 'url': 'https://myanimelist.net/anime/8516/Baka_to_Test_to_Shoukanjuu_Ni', 'title': 'Baka to Test to Shoukanjuu Ni!'}], 'Other': [{'mal_id': 24727, 'type': 'anime', 'url': 'https://myanimelist.net/anime/24727/Baka_to_Test_to_Shoukanjuu_Ni__Mahou_Hideyoshi_Hideyoshi', 'title': 'Baka to Test to Shoukanjuu Ni!: Mahou Hideyoshi Hideyoshi'}]}","Comedy, Romance, School, Super Power"
0,11013,Inu x Boku SS,7.63,6174,1274.0,231,"Inu x Boku SS was licensed by Sentai Filmworks for North America, while MVM Films licensed it for the United Kingdom. During April 2013, Hanabee Entertainment released the series on DVD and Blu-ray for Australia and New Zealand.","{'Adaptation': [{'mal_id': 17207, 'type': 'manga', 'url': 'https://myanimelist.net/manga/17207/Inu_x_Boku_SS', 'title': 'Inu x Boku SS'}], 'Sequel': [{'mal_id': 13403, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13403/Inu_x_Boku_SS_Special', 'title': 'Inu x Boku SS Special'}]}","Comedy, Supernatural, Romance, Shounen"
1901,11235,Amagami SS+ Plus,7.56,2690,1452.0,911,,"{'Prequel': [{'mal_id': 8676, 'type': 'anime', 'url': 'https://myanimelist.net/anime/8676/Amagami_SS', 'title': 'Amagami SS'}], 'Side story': [{'mal_id': 12669, 'type': 'anime', 'url': 'https://myanimelist.net/anime/12669/Amagami_SS__Plus_Specials', 'title': 'Amagami SS+ Plus Specials'}], 'Other': [{'mal_id': 15951, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15951/Amagami_SS__Plus_Picture_Drama', 'title': 'Amagami SS+ Plus Picture Drama'}], 'Sequel': [{'mal_id': 33836, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33836/Seiren', 'title': 'Seiren'}]}","Slice of Life, Comedy, Romance, School"
6824,11507,Kami nomi zo Shiru Sekai: Nonstop!! Hunters,6.63,226,5068.0,4004,,"{'Other': [{'mal_id': 8525, 'type': 'anime', 'url': 'https://myanimelist.net/anime/8525/Kami_nomi_zo_Shiru_Sekai', 'title': 'Kami nomi zo Shiru Sekai'}]}",Music
9354,11807,School,6.87,41,,5555,,[],"Hentai, School"
2587,11809,gdgd Fairies,7.02,37,3496.0,5857,,"{'Sequel': [{'mal_id': 16912, 'type': 'anime', 'url': 'https://myanimelist.net/anime/16912/gdgd_Fairies_2_Episode_0', 'title': 'gdgd Fairies 2 Episode 0'}]}",Comedy
12936,11887,Kokoro Connect,7.95,7705,618.0,123,"The cast from the Kokoro Connect drama CD reprised their roles in the anime. The anime uses locations in Yokohama as reference, with cooperation from the Yokohama Film Commission and the Yokohama Gakuen high school.","{'Adaptation': [{'mal_id': 24380, 'type': 'manga', 'url': 'https://myanimelist.net/manga/24380/Kokoro_Connect', 'title': 'Kokoro Connect'}, {'mal_id': 81455, 'type': 'manga', 'url': 'https://myanimelist.net/manga/81455/Kokoro_Connect__On_Air', 'title': 'Kokoro Connect: On Air'}], 'Sequel': [{'mal_id': 16001, 'type': 'anime', 'url': 'https://myanimelist.net/anime/16001/Kokoro_Connect__Michi_Random', 'title': 'Kokoro Connect: Michi Random'}]}","Slice of Life, Comedy, Supernatural, Drama, Romance, School"
9880,12029,Uchuu Senkan Yamato 2199,8.46,723,131.0,1282,"The series will be sold in the same theaters that show the Yamato movies on the same days, i.e. a simultaneous release.The first two episodes of the TV series (which is the same as the OVA series) were pre-aired on the Family Gekijou  able and satellite channel on 6th and 7th of April, 2012. The rest of the episodes will be aired on MBS & TBS beginning April 7, 2013.","{'Adaptation': [{'mal_id': 52803, 'type': 'manga', 'url': 'https://myanimelist.net/manga/52803/Uchuu_Senkan_Yamato_2199', 'title': 'Uchuu Senkan Yamato 2199'}], 'Alternative version': [{'mal_id': 1650, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1650/Uchuu_Senkan_Yamato', 'title': 'Uchuu Senkan Yamato'}], 'Side story': [{'mal_id': 23249, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23249/Uchuu_Senkan_Yamato_2199__Hoshimeguru_Hakobune', 'title': 'Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune'}], 'Summary': [{'mal_id': 23931, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23931/Uchuu_Senkan_Yamato_2199__Tsuioku_no_Koukai', 'title': 'Uchuu Senkan Yamato 2199: Tsuioku no Koukai'}], 'Sequel': [{'mal_id': 33064, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33064/Uchuu_Senkan_Yamato_2202__Ai_no_Senshi-tachi', 'title': 'Uchuu Senkan Yamato 2202: Ai no Senshi-tachi'}]}","Action, Military, Sci-Fi, Space, Drama"
792,12059,Otome Dori,6.01,135,,3709,,"{'Adaptation': [{'mal_id': 37863, 'type': 'manga', 'url': 'https://myanimelist.net/manga/37863/Otomedori', 'title': 'Otomedori'}], 'Other': [{'mal_id': 17539, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17539/Mesu_Nochi_Torare', 'title': 'Mesu Nochi Torare'}]}",Hentai
416,12191,Smile Precure!,7.2,129,2825.0,3113,,"{'Adaptation': [{'mal_id': 41121, 'type': 'manga', 'url': 'https://myanimelist.net/manga/41121/Smile_Precure', 'title': 'Smile Precure!'}], 'Alternative setting': [{'mal_id': 603, 'type': 'anime', 'url': 'https://myanimelist.net/anime/603/Futari_wa_Precure', 'title': 'Futari wa Precure'}, {'mal_id': 1534, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1534/Futari_wa_Precure__Splash☆Star', 'title': 'Futari wa Precure: Splash☆Star'}, {'mal_id': 1929, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1929/Futari_wa_Precure__Max_Heart', 'title': 'Futari wa Precure: Max Heart'}, {'mal_id': 1932, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1932/Yes_Precure_5', 'title': 'Yes! Precure 5'}, {'mal_id': 3692, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3692/Yes_Precure_5_GoGo', 'title': 'Yes! Precure 5 GoGo!'}, {'mal_id': 5684, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5684/Fresh_Precure', 'title': 'Fresh Precure!'}, {'mal_id': 7645, 'type': 'anime', 'url': 'https://myanimelist.net/anime/7645/Heartcatch_Precure', 'title': 'Heartcatch Precure!'}, {'mal_id': 9893, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9893/Suite_Precure♪', 'title': 'Suite Precure♪'}, {'mal_id': 16419, 'type': 'anime', 'url': 'https://myanimelist.net/anime/16419/Dokidoki_Precure', 'title': 'Dokidoki! Precure'}, {'mal_id': 21407, 'type': 'anime', 'url': 'https://myanimelist.net/anime/21407/Happiness_Charge_Precure', 'title': 'Happiness Charge Precure!'}, {'mal_id': 28669, 'type': 'anime', 'url': 'https://myanimelist.net/anime/28669/Go_Princess_Precure', 'title': 'Go! Princess Precure'}, {'mal_id': 31884, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31884/Mahoutsukai_Precure', 'title': 'Mahoutsukai Precure!'}, {'mal_id': 34290, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34290/Kirakira☆Precure_A_La_Mode', 'title': 'Kirakira☆Precure A La Mode'}, {'mal_id': 36593, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36593/Hug_tto_Precure', 'title': 'Hug tto! Precure'}], 'Spin-off': [{'mal_id': 12221, 'type': 'anime', 'url': 'https://myanimelist.net/anime/12221/Precure_All_Stars_Movie_New_Stage__Mirai_no_Tomodachi', 'title': 'Precure All Stars Movie New Stage: Mirai no Tomodachi'}, {'mal_id': 16442, 'type': 'anime', 'url': 'https://myanimelist.net/anime/16442/Precure_All_Stars_Movie_New_Stage_2__Kokoro_no_Tomodachi', 'title': 'Precure All Stars Movie New Stage 2: Kokoro no Tomodachi'}, {'mal_id': 34302, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34302/Precure_Dream_Stars_Movie', 'title': 'Precure Dream Stars! Movie'}, {'mal_id': 34303, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34303/Minna_Atsumare_Precure_Festival_Precure_on_Miracle_Magical_☆_Stage', 'title': 'Minna Atsumare! Precure Festival Precure on Miracle Magical ☆ Stage'}], 'Side story': [{'mal_id': 15307, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15307/Smile_Precure_Movie__Ehon_no_Naka_wa_Minna_Chiguhagu', 'title': 'Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!'}]}","Action, Fantasy, Magic, Shoujo"
9789,12317,Upotte!!,6.58,1287,5305.0,1490,,"{'Adaptation': [{'mal_id': 16542, 'type': 'manga', 'url': 'https://myanimelist.net/manga/16542/Upotte', 'title': 'Upotte!!'}], 'Other': [{'mal_id': 14173, 'type': 'anime', 'url': 'https://myanimelist.net/anime/14173/Upotte_OVA', 'title': 'Upotte!! OVA'}]}","Action, Comedy, Military, Seinen"
2470,12549,"Dakara Boku wa, H ga Dekinai.",6.87,4983,4030.0,302,,"{'Adaptation': [{'mal_id': 25597, 'type': 'manga', 'url': 'https://myanimelist.net/manga/25597/Dakara_Boku_wa_H_ga_Dekinai', 'title': 'Dakara Boku wa, H ga Dekinai.'}], 'Sequel': [{'mal_id': 14893, 'type': 'anime', 'url': 'https://myanimelist.net/anime/14893/Dakara_Boku_wa_H_ga_Dekinai_OVA', 'title': 'Dakara Boku wa, H ga Dekinai. OVA'}], 'Summary': [{'mal_id': 15325, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15325/Dakara_Boku_wa_H_ga_Dekinai_Recap', 'title': 'Dakara Boku wa, H ga Dekinai. Recap'}]}","Comedy, Ecchi, Romance, Supernatural"
1306,12669,Amagami SS+ Plus Specials,7.31,596,2369.0,2519,,"{'Parent story': [{'mal_id': 11235, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11235/Amagami_SS__Plus', 'title': 'Amagami SS+ Plus'}]}",Romance
4535,12711,Uta no☆Prince-sama♪ Maji Love 2000%,7.46,1655,1790.0,1110,,"{'Adaptation': [{'mal_id': 89246, 'type': 'manga', 'url': 'https://myanimelist.net/manga/89246/Uta_no☆Prince-sama♪_Maji_Love_2000', 'title': 'Uta no☆Prince-sama♪ Maji Love 2000%'}], 'Prequel': [{'mal_id': 10321, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10321/Uta_no☆Prince-sama♪_Maji_Love_1000', 'title': 'Uta no☆Prince-sama♪ Maji Love 1000%'}], 'Sequel': [{'mal_id': 19251, 'type': 'anime', 'url': 'https://myanimelist.net/anime/19251/Uta_no☆Prince-sama♪_Maji_Love_2000__Shining_Star_Xmas', 'title': 'Uta no☆Prince-sama♪ Maji Love 2000%: Shining Star Xmas'}]}","Comedy, Harem, Music, Romance, School, Shoujo"
827,12879,Dantalian no Shoka: Ibarahime,7.23,538,2674.0,2947,,"{'Parent story': [{'mal_id': 8915, 'type': 'anime', 'url': 'https://myanimelist.net/anime/8915/Dantalian_no_Shoka', 'title': 'Dantalian no Shoka'}]}","Action, Historical, Mystery"
856,12979,Naruto SD: Rock Lee no Seishun Full-Power Ninden,7.25,478,2623.0,1767,,"{'Adaptation': [{'mal_id': 23208, 'type': 'manga', 'url': 'https://myanimelist.net/manga/23208/Rock_Lee_no_Seishun_Full-Power_Ninden', 'title': 'Rock Lee no Seishun Full-Power Ninden'}], 'Spin-off': [{'mal_id': 1735, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1735/Naruto__Shippuuden', 'title': 'Naruto: Shippuuden'}]}","Action, Comedy, Parody"
6630,13161,Hagure Yuusha no Aesthetica,7.16,4741,2964.0,339,,"{'Adaptation': [{'mal_id': 32445, 'type': 'manga', 'url': 'https://myanimelist.net/manga/32445/Hagure_Yuusha_no_Aesthetica', 'title': 'Hagure Yuusha no Aesthetica'}], 'Character': [{'mal_id': 14663, 'type': 'anime', 'url': 'https://myanimelist.net/anime/14663/Queens_Blade_Rebellion_vs_Hagure_Yuusha_no_Aesthetica', 'title': 'Queen&#039;s Blade Rebellion vs. Hagure Yuusha no Aesthetica'}], 'Side story': [{'mal_id': 15729, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15729/Hagure_Yuusha_no_Aesthetica__Hajirai_Ippai', 'title': 'Hagure Yuusha no Aesthetica: Hajirai Ippai'}]}","Action, Super Power, Ecchi, Fantasy"
9585,13231,Metal Fight Beyblade Zero G,6.42,66,5929.0,4755,,"{'Adaptation': [{'mal_id': 99395, 'type': 'manga', 'url': 'https://myanimelist.net/manga/99395/Metal_Fight_Beyblade_Zero_G', 'title': 'Metal Fight Beyblade Zero G'}], 'Spin-off': [{'mal_id': 5962, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5962/Metal_Fight_Beyblade', 'title': 'Metal Fight Beyblade'}], 'Prequel': [{'mal_id': 10370, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10370/Metal_Fight_Beyblade_4D', 'title': 'Metal Fight Beyblade 4D'}], 'Sequel': [{'mal_id': 21479, 'type': 'anime', 'url': 'https://myanimelist.net/anime/21479/Metal_Fight_Beyblade_Zero_G_Specials', 'title': 'Metal Fight Beyblade Zero G Specials'}], 'Other': [{'mal_id': 31049, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31049/Beyblade_Burst', 'title': 'Beyblade Burst'}]}","Adventure, Sports"
744,13261,Inazuma Eleven Go: Chrono Stone,7.38,227,2110.0,2709,The series won the 2012 Animage&#039;s Anime Grand Prix Award.,"{'Prequel': [{'mal_id': 10507, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10507/Inazuma_Eleven_Go', 'title': 'Inazuma Eleven Go'}], 'Sequel': [{'mal_id': 18097, 'type': 'anime', 'url': 'https://myanimelist.net/anime/18097/Inazuma_Eleven_Go__Galaxy', 'title': 'Inazuma Eleven Go: Galaxy'}]}","Sports, Super Power, Shounen"
1978,13271,Hunter x Hunter Movie 1: Phantom Rouge,7.37,1534,2150.0,1283,,"{'Adaptation': [{'mal_id': 45996, 'type': 'manga', 'url': 'https://myanimelist.net/manga/45996/Hunter_x_Hunter__Kurapika_Tsuioku-hen', 'title': 'Hunter x Hunter: Kurapika Tsuioku-hen'}], 'Parent story': [{'mal_id': 11061, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11061/Hunter_x_Hunter_2011', 'title': 'Hunter x Hunter (2011)'}]}","Action, Adventure, Super Power, Shounen"
2663,13283,One Off,6.48,248,5690.0,3516,,"{'Adaptation': [{'mal_id': 42543, 'type': 'manga', 'url': 'https://myanimelist.net/manga/42543/One_Off', 'title': 'One Off'}]}",Slice of Life
13048,13375,Kyoto Animation: Sora-hen,5.59,69,8216.0,6118,,"{'Other': [{'mal_id': 13259, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13259/Kyoto_Animation__Ajisai-hen', 'title': 'Kyoto Animation: Ajisai-hen'}, {'mal_id': 13309, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13309/Kyoto_Animation__Hoshi-hen', 'title': 'Kyoto Animation: Hoshi-hen'}, {'mal_id': 13373, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13373/Kyoto_Animation__Hana-hen', 'title': 'Kyoto Animation: Hana-hen'}, {'mal_id': 17791, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17791/Kyoto_Animation__Ikitaku_Naru_Omise-hen', 'title': 'Kyoto Animation: Ikitaku Naru Omise-hen'}, {'mal_id': 17811, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17811/Kyoto_Animation__Hassou-hen', 'title': 'Kyoto Animation: Hassou-hen'}, {'mal_id': 17813, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17813/Kyoto_Animation__Megane-hen', 'title': 'Kyoto Animation: Megane-hen'}, {'mal_id': 17815, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17815/Kyoto_Animation__Kasa-hen', 'title': 'Kyoto Animation: Kasa-hen'}, {'mal_id': 17819, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17819/Kyoto_Animation__Suiei-hen', 'title': 'Kyoto Animation: Suiei-hen'}]}",Slice of Life
11725,13535,Binbougami ga!,7.83,3689,825.0,537,,"{'Adaptation': [{'mal_id': 20242, 'type': 'manga', 'url': 'https://myanimelist.net/manga/20242/Binbougami_ga', 'title': 'Binbougami ga!'}]}","Comedy, Parody, Shounen, Supernatural"
4630,13931,Bishoujo Senshi Sailor Moon: Sailor Stars - Hero Club,7.38,69,2098.0,4749,,"{'Full story': [{'mal_id': 996, 'type': 'anime', 'url': 'https://myanimelist.net/anime/996/Bishoujo_Senshi_Sailor_Moon__Sailor_Stars', 'title': 'Bishoujo Senshi Sailor Moon: Sailor Stars'}]}","Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo"
9732,14077,Blood-C: None-None Gekijou,6.32,61,6298.0,4354,,"{'Parent story': [{'mal_id': 10490, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10490/Blood-C', 'title': 'Blood-C'}]}","Comedy, Parody"
11431,14293,Nerawareta Gakuen,7.18,1293,2896.0,1360,,"{'Adaptation': [{'mal_id': 54799, 'type': 'manga', 'url': 'https://myanimelist.net/manga/54799/Nerawareta_Gakuen', 'title': 'Nerawareta Gakuen'}]}","Sci-Fi, Romance, School"
11479,14513,Magi: The Labyrinth of Magic,8.21,8201,305.0,91,Magi: The Labyrinth of Magic was the first Shounen Sunday manga adaptation in 45 years to be aired by Mainichi Broadcasting since Osomatsu-kun ended its broadcast in 1967.,"{'Adaptation': [{'mal_id': 14790, 'type': 'manga', 'url': 'https://myanimelist.net/manga/14790/Magi', 'title': 'Magi'}], 'Sequel': [{'mal_id': 18115, 'type': 'anime', 'url': 'https://myanimelist.net/anime/18115/Magi__The_Kingdom_of_Magic', 'title': 'Magi: The Kingdom of Magic'}], 'Prequel': [{'mal_id': 31741, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31741/Magi__Sinbad_no_Bouken_TV', 'title': 'Magi: Sinbad no Bouken (TV)'}]}","Action, Adventure, Fantasy, Magic, Shounen"
7774,14563,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,5.29,39,8703.0,5329,,"{'Sequel': [{'mal_id': 19207, 'type': 'anime', 'url': 'https://myanimelist.net/anime/19207/Maji_de_Otaku_na_English_Ribbon-chan__Eigo_de_Tatakau_Mahou_Shoujo_-_The_TV', 'title': 'Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo - The TV'}]}","Comedy, Magic"
3648,14675,Rinne no Lagrange: Kamogawa Memoria,6.47,37,5733.0,6711,,"{'Full story': [{'mal_id': 11227, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11227/Rinne_no_Lagrange', 'title': 'Rinne no Lagrange'}]}","Action, Comedy, Mecha, Sci-Fi"
527,14995,JK to Ero Giin Sensei,6.74,41,,5415,,"{'Other': [{'mal_id': 37224, 'type': 'anime', 'url': 'https://myanimelist.net/anime/37224/JK_to_Inkou_Kyoushi_4_feat_Ero_Giin_Sensei_Namaiki_Hamedoru_Friends', 'title': 'JK to Inkou Kyoushi 4 feat. Ero Giin Sensei Namaiki Hamedoru Friends'}]}",Hentai
6492,15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,8.13,2227,393.0,629,AnoHana Movie received a Jury Selection award in the Animation division of the 17th Japan Media Arts Festival.,"{'Prequel': [{'mal_id': 9989, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9989/Ano_Hi_Mita_Hana_no_Namae_wo_Bokutachi_wa_Mada_Shiranai', 'title': 'Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.'}]}","Slice of Life, Supernatural, Drama"
